text,labels,label_text
"Afscme says In labor negotiations with city employees, Milwaukee Mayor Tom Barrett demanded concessions that went beyond those mandated by Gov. Scott Walkers collective bargaining law </s> a letter to members </s> <false statement 3.131746292114258> Tom Barrett says Gov. Scott Walker said no to equal pay for equal work for women. </s> a TV ad </s> <true statement 3.1403446197509766> Portland Association Teachers says Did you know that if you accepted the Districts proposal today you would have NO pay increase for 4 years? Seven years of frozen wages = Disrespect. </s> a newsletter",0,true statement
"Rick Scott says All Aboard Florida is a 100 percent private venture. There is no state money involved. </s> a TV interview </s> <true statement 3.0582022666931152> Charlie Crist says All Aboard Florida is receiving millions in Florida taxpayer dollars. </s> a fundraising email </s> <false statement 3.152191162109375> Corey Lewandowski says Mr. Trump is self-financing his campaign, so we dont have any donors. </s> a radio interview.",0,true statement
"Julie Pace says The Obama administration is using as its legal justification for these airstrikes (on the Islamic State), an authorization for military force that the president himself has called for repeal of. </s> a question to White House Press Secretary Josh Earnest </s> <true statement 2.962770462036133> Martha Raddatz says The Obama administration originally wanted 10,000 troops to remain in Iraq -- not combat troops, but military advisers, special operations forces, to watch the counterterrorism effort. </s> comments on ABC's ""This Week"" </s> <false statement 2.9962246417999268> Rand Paul says The president is advocating a drone strike program in America. </s> a tweet",0,true statement
John Kasich says We are now eighth in the nation in job creation . . . we are No. 1 in the Midwest. </s> a news conference </s> <false statement 2.610369920730591> Ted Strickland says Gov. John Kasich incorrectly claimed Ohios economy was 38th in the nation when he took office. We were sixth in the nation in terms of economic job growth. </s> an interview on CNN </s> <true statement 2.896986246109009> John Kasich says We are in the bottom 10 in dollars in the classroom and the top 10 in dollars in the bureaucracy and red tape. </s> an interview on Fox News,0,true statement
"Mike Pence says It was Hillary Clinton who left Americans in harms way in Benghazi and after four Americans fell said, What difference at this point does it make? </s> the Republican national convention </s> <true statement 2.5874826908111572> Hillary Clinton says When terrorists killed more than 250 Americans in Lebanon under Ronald Reagan, the Democrats didnt make that a partisan issue. </s> a CNN town hall </s> <false statement 2.849807024002075> Donald Trump says Sidney Blumenthal wrote that the Benghazi attack was almost certainly preventable. Clinton was in charge of the State Department, and it failed to protect U.S. personnel and an American consulate in Libya. </s> a rally in Wilkes-Barre, Pa.",0,true statement
"Rand Paul says Of the roughly 15 percent of Americans who dont have health insurance, half of them made more than $50,000 a year. </s> an interview on Comedy Central's ""The Daily Show"" </s> <false statement 2.9004263877868652> Rand Paul says Over half of the young people in medical, dental and law schools are women. </s> an interview with CNN </s> <true statement 2.932455062866211> Joe Biden says Among the money spent on health care in the United States, ""46 cents on every dollar spent is through Medicare and Medicaid."" </s> an interview on NBC's 'Meet the Press'",1,false statement
"Barack Obama says Stimulus tax cuts ""began showing up in paychecks of 4.8 million Indiana households about three months ago."" </s> a speech in Wakarusa, Ind. </s> <false statement 2.8908281326293945> Paul Broun says Stimulus money funded a government board that made recommendations that would cost 378,000 jobs and $28.3 billion in sales. </s> a tweet </s> <true statement 2.898074150085449> Chain Email says Having an entirely Democrat congressional delegation in 2009, when the [federal stimulus] bill passed, increases the per capita stimulus dollars that the state receives per person by $460. </s> a message via the Internet",1,false statement
"Allen West says If you look at the application for a security clearance, I have a clearance that even the president of the United States cannot obtain because of my background. </s> a candidate forum </s> <false statement 3.02140736579895> Steve Southerland says 92 percent of President Barack Obamas administration has never worked outside government. </s> comments at the Liberty County Chamber of Commerce annual dinner. </s> <true statement 3.1747167110443115> John Mccain says ""The fact is it's not amnesty."" </s> a debate in Manchester, N.H.",1,false statement
Bernie S says We now work the longest hours of any people around the world. </s> a C-SPAN interview </s> <false statement 3.0254147052764893> Bernie S says We spend twice as much per capita on health care as any other nation on Earth. </s> an appearance on the Rachel Maddow Show </s> <true statement 3.08957576751709> Jim Sensenbrenner says We have the highest corporate tax rate in the world. Its 35 percent. </s> an interview,1,false statement
"Sarah Palin says Donald Trumps conversion to pro-life beliefs are akin to Justin Biebers, who said in the past that abortion was no big deal to him. </s> an interview on CNN </s> <false statement 2.7887768745422363> Donald Trump says Public support for abortion is actually going down a little bit, polls show. </s> comments on CNN's ""State of the Union"" </s> <true statement 3.1297004222869873> Greg Abbott says After Texas defunded Planned Parenthood, both the unintended pregnancy and abortion rates dropped. </s> a tweet",1,false statement
